source;target;weight
STOCH_ENVIRON_RES_RISK_ASSESS;J_HYDROL;3
FUNDAM_APPL_LIMNOL;RIVER_RES_APPL;3
HYDROL_RES;HYDROL_PROCESS;3
HYDROGEOL_J;ENVIRON_MONIT_ASSESS;3
TECTONOPHYSICS;GLOBAL_PLANET_CHANGE;3
QUATERNARY_SCI_REV;QUATERN_INT;3
SCI_TOTAL_ENVIR;ECOL_MODEL;3
J_HYDROL;FRESHWATER_BIOL;3
FUNDAM_APPL_LIMNOL;MAR_FRESHWATER_RES;3
LIMNOL_OCEANOGR;J_MARINE_SYST;3
HYDROBIOLOGIA;BIOL_INVASIONS;3
SENSORS;ENVIRON_MONIT_ASSESS;3
J_SOIL_WATER_CONSERV;WATER_RESOUR_RES;3
WATER_RES;MAR_CHEM;3
ENVIRON_POLLUT;BIOGEOCHEMISTRY;3
BIOGEOCHEMISTRY;ECOL_APPL;3
RIVER_RES_APPL;J_FISH_BIOL;3
GEOPHYS_RES_LETT;J_HYDROMETEOROL;3
CONT_SHELF_RES;ORG_GEOCHEM;3
BIOL_CONSERV;HYDROBIOLOGIA;3
MAR_POLLUT_BULL;CONT_SHELF_RES;3
ESTUAR_COAST_SHELF_SCI;J_PHYS_OCEANOGR;3
NORTH_AM_J_FISH_MANAGE;SOUTHEAST_NAT;3
HYDROBIOLOGIA;WATER_RES;3
ESTUAR_COAST_SHELF_SCI;J_SHELLFISH_RES;3
FRESHWATER_BIOL;FISHERIES;3
WATER_RES;ENVIRON_POLLUT;3
BIOGEOCHEMISTRY;ECOSYSTEMS;3
WATER_RES;WATER_RESOUR_RES;3
J_HYDROMETEOROL;GEOPHYS_RES_LETT;3
BIOGEOCHEMISTRY;FRESHWATER_BIOL;3
BIOGEOSCIENCES;MAR_CHEM;3
CHEM_GEOL;ENVIRON_SCI_TECHNOL;3
EARTH_SURF_PROCESS_LANDF;SEDIMENT_GEOL;3
HYDROGEOL_J;ENVIRON_GEOL;3
ECOL_APPL;FISHERIES;3
HYDROBIOLOGIA;ENVIRON_MONIT_ASSESS;3
GLOBAL_BIOGEOCHEM_CYCLE;ECOSYSTEMS;3
J_AM_WATER_RESOUR_ASSOC;GEOMORPHOLOGY;3
NEOTROP_ICHTHYOL;ECOL_FRESHW_FISH;3
FRESHWATER_BIOL;AQUAT_CONSERV;3
HYDROL_EARTH_SYST_SCI;J_HYDROL_ENG;3
FRESHWATER_BIOL;ECOL_FRESHW_FISH;3
ENVIRON_MANAGE;J_APPL_ECOL;3
AQUAT_MICROB_ECOL;OECOLOGIA;3
GEOMORPHOLOGY;HYDROL_PROCESS;3
J_APPL_ECOL;AQUAT_CONSERV;3
GEOMORPHOLOGY;RIVER_RES_APPL;3
GEOPHYS_RES_LETT;ADV_WATER_RESOUR;3
GEOMORPHOLOGY;NORTHWEST_SCI;3
CATENA;HYDROL_PROCESS;3
HYDROL_EARTH_SYST_SCI;QUATERN_INT;3
HYDROBIOLOGIA;ECOL_MODEL;3
PROG_PHYS_GEOG;GEOPHYS_RES_LETT;3
HYDROL_EARTH_SYST_SCI;ENVIRON_MODELL_SOFTW;3
ESTUARIES_COASTS;J_PHYS_OCEANOGR;3
J_FISH_BIOL;J_APPL_ICHTHYOL;3
J_ENVIRON_QUAL;FRESHWATER_BIOL;3
J_N_AMER_BENTHOL_SOC;ECOLOGY;3
MON_WEATHER_REV;J_HYDROMETEOROL;3
ESTUAR_COAST_SHELF_SCI;J_PLANKTON_RES;3
TRANS_ASABE;WATER_RESOUR_RES;3
J_PALEOLIMNOL;RIVER_RES_APPL;3
NORTH_AM_J_FISH_MANAGE;WATER_RESOUR_RES;3
MAR_FRESHWATER_RES;AQUAT_SCI;3
J_ENVIRON_MANAGE;WATER_RESOUR_MANAG;3
HYDROL_PROCESS;GEOMORPHOLOGY;3
WATER_RES;ENVIRON_TOXICOL_CHEM;3
TRANS_AMER_FISH_SOC;HYDROBIOLOGIA;3
J_ENVIRON_QUAL;LIMNOL_OCEANOGR;3
ENVIRON_BIOL_FISH;HYDROBIOLOGIA;3
NORTH_AM_J_FISH_MANAGE;HYDROL_PROCESS;3
EARTH_SURF_PROCESS_LANDF;SEDIMENTOLOGY;3
GLOBAL_BIOGEOCHEM_CYCLE;J_HYDROL;3
HYDROL_EARTH_SYST_SCI;WATER_RESOUR_MANAG;3
J_HYDROMETEOROL;WATER_RESOUR_RES;3
EARTH_SURF_PROCESS_LANDF;HYDROL_PROCESS;3
ECOL_FRESHW_FISH;BIOL_CONSERV;3
J_AM_WATER_RESOUR_ASSOC;ENVIRON_MANAGE;3
NAT_HAZARDS_EARTH_SYST_SCI;HYDROLOG_SCI_J;3
WATER_RESOUR_RES;J_HYDROMETEOROL;3
ECOHYDROLOGY;J_APPL_ECOL;3
J_APPL_ICHTHYOL;J_FRESHWATER_ECOL;3
FUNDAM_APPL_LIMNOL;ENVIRON_MANAGE;3
FRESHWATER_BIOL;AQUACULTURE;3
GEOMORPHOLOGY;HYDROBIOLOGIA;3
ECOL_FRESHW_FISH;HYDROBIOLOGIA;3
NORTH_AM_J_FISH_MANAGE;ENVIRON_BIOL_FISH;3
FRESHWATER_BIOL;ECOLOGY;3
J_FISH_BIOL;CONSERV_GENET;3
FRESHWATER_BIOL;MAR_FRESHWATER_RES;3
WATER_RESOUR_RES;HYDROLOG_SCI_J;3
PHYS_CHEM_EARTH;J_HYDROL;3
CONT_SHELF_RES;J_PHYS_OCEANOGR;3
CAN_J_FISHERIES_AQUAT_SCI;ECOSYSTEMS;3
HYDROL_PROCESS;HYDROLOG_SCI_J;3
CHEM_GEOL;J_HYDROL;3
HYDROLOG_SCI_J;WATER_RESOUR_RES;3
LIMNOL_OCEANOGR;OECOLOGIA;3
MAR_ENVIRON_RES;CONT_SHELF_RES;3
SCI_TOTAL_ENVIR;HYDROLOG_SCI_J;3
RIVER_RES_APPL;AQUAT_ECOL;3
GEOPHYS_RES_LETT;MAR_CHEM;3
EARTH_SURF_PROCESS_LANDF;J_PALEOLIMNOL;3
WATER_SA;J_HYDROL;3
NORTH_AM_J_FISH_MANAGE;HYDROBIOLOGIA;3
WATER_RES;J_ENVIRON_QUAL;3
WATER_RES;MAR_POLLUT_BULL;3
GLOBAL_PLANET_CHANGE;GEOMORPHOLOGY;3
ENVIRON_SCI_TECHNOL;WATER_RESOUR_RES;3
FUNDAM_APPL_LIMNOL;GEOMORPHOLOGY;3
BIOGEOCHEMISTRY;MAR_CHEM;3
ENVIRON_SCI_TECHNOL;MAR_CHEM;3
AQUAT_SCI;EARTH-SCI_REV;3
J_ENVIRON_MANAGE;ENVIRON_MODELL_SOFTW;3
LIMNOL_OCEANOGR;RIVER_RES_APPL;3
HYDROL_PROCESS;ADV_WATER_RESOUR;3
ENVIRON_BIOL_FISH;J_FISH_BIOL;3
MAR_ECOL-PROGR_SER;PROG_OCEANOGR;3
HYDROL_EARTH_SYST_SCI;PHYS_CHEM_EARTH;3
CAN_J_FISHERIES_AQUAT_SCI;GEOMORPHOLOGY;2
ECOL_FRESHW_FISH;ICES_J_MAR_SCI;2
J_HYDROL_ENG;WATER_RESOUR_RES;2
CAN_J_FISHERIES_AQUAT_SCI;HYDROL_PROCESS;2
CONT_SHELF_RES;HYDROBIOLOGIA;2
ECOL_FRESHW_FISH;BIOL_INVASIONS;2
SCI_TOTAL_ENVIR;LIMNOL_OCEANOGR;2
LIMNOL_OCEANOGR;ECOSYSTEMS;2
HYDROL_PROCESS;ENVIRON_MODELL_SOFTW;2
NORTH_AM_J_FISH_MANAGE;ECOL_APPL;2
HOLOCENE;GEOMORPHOLOGY;2
MAR_FRESHWATER_RES;WATER_RES;2
RIVER_RES_APPL;AQUAT_CONSERV;2
HYDROLOG_SCI_J;ECOL_MODEL;2
ENVIRON_MANAGE;FRESHWATER_BIOL;2
RIVER_RES_APPL;ECOL_MODEL;2
AQUAT_BIOL;AQUAT_CONSERV;2
AMER_NATURALIST;CONSERV_GENET;2
J_GREAT_LAKES_RES;WATER_RES;2
ENVIRON_GEOL;REMOTE_SENS_ENVIRON;2
HYDROLOG_SCI_J;ENVIRON_GEOL;2
MAR_GEOLOGY;GLOBAL_PLANET_CHANGE;2
HYDROL_PROCESS;FRESHWATER_BIOL;2
QUATERNARY_SCI_REV;ARCT_ANTARCT_ALP_RES;2
INT_J_CLIMATOL;J_HYDROL;2
TRANS_ASABE;J_HYDROL;2
J_CONTAM_HYDROL;J_HYDROL;2
EARTH_PLANET_SCI_LETT;GEOMORPHOLOGY;2
J_APPL_ECOL;ECOL_LETT;2
J_N_AMER_BENTHOL_SOC;BIOL_CONSERV;2
J_MARINE_SYST;MAR_POLLUT_BULL;2
INT_J_SEDIMENT_RES;J_HYDROL;2
STOCH_ENVIRON_RES_RISK_ASSESS;WATER_RESOUR_MANAG;2
AQUAT_MICROB_ECOL;AQUAT_SCI;2
OCEAN_MODEL;CONT_SHELF_RES;2
TRANS_AMER_FISH_SOC;J_FISH_BIOL;2
AGR_WATER_MANAGE;J_HYDROL;2
SCI_TOTAL_ENVIR;ENVIRON_MODELL_SOFTW;2
SCI_TOTAL_ENVIR;GEOMORPHOLOGY;2
HYDROL_PROCESS;HYDROBIOLOGIA;2
HYDROBIOLOGIA;AQUAT_BOT;2
J_FISH_BIOL;BIOL_J_LINN_SOC;2
J_APPL_ECOL;EVOL_APPL;2
J_CLIMATE;J_HYDROL;2
ECOL_MODEL;J_ENVIRON_MANAGE;2
J_HYDROMETEOROL;REMOTE_SENS_ENVIRON;2
FUNDAM_APPL_LIMNOL;AQUAT_SCI;2
CATENA;WATER_RESOUR_MANAG;2
NAT_HAZARDS_EARTH_SYST_SCI;J_HYDROMETEOROL;2
CONT_SHELF_RES;GLOBAL_PLANET_CHANGE;2
GEOPHYS_RES_LETT;J_MARINE_SYST;2
HYDROL_PROCESS;ECOL_MODEL;2
BULL_AMER_METEOROL_SOC;J_HYDROMETEOROL;2
RIVER_RES_APPL;INT_J_REMOTE_SENS;2
J_FRESHWATER_ECOL;J_ENVIRON_QUAL;2
ACTA_OCEANOL_SIN;CONT_SHELF_RES;2
HYDROBIOLOGIA;J_ENVIRON_QUAL;2
J_CLIMATE;J_HYDROMETEOROL;2
J_HYDROL;J_CONTAM_HYDROL;2
HYDROGEOL_J;FRESHWATER_BIOL;2
ECOHYDROLOGY;ECOLOGY;2
APPL_GEOCHEM;BIOGEOCHEMISTRY;2
AQUAT_MICROB_ECOL;ORG_GEOCHEM;2
ECOLOGY;ECOSYSTEMS;2
GEOPHYS_RES_LETT;GEOLOGY;2
ENVIRON_POLLUT;GEOMORPHOLOGY;2
NORTH_AM_J_FISH_MANAGE;MOL_ECOL;2
FISH_RES;J_FISH_BIOL;2
RIVER_RES_APPL;J_HYDROL;2
GROUND_WATER;J_HYDROL;2
ESTUAR_COAST_SHELF_SCI;APPL_GEOCHEM;2
EARTH_PLANET_SCI_LETT;GLOBAL_PLANET_CHANGE;2
MAR_FRESHWATER_RES;WATER_RESOUR_RES;2
ESTUAR_COAST_SHELF_SCI;REMOTE_SENS_ENVIRON;2
AQUAT_MICROB_ECOL;LIMNOL_OCEANOGR;2
HYDROL_EARTH_SYST_SCI;J_CONTAM_HYDROL;2
AFR_J_AQUAT_SCI;WATER_SA;2
J_WATER_RESOUR_PLAN_MAN-ASCE;WATER_RESOUR_RES;2
HYDROL_EARTH_SYST_SCI;J_HYDROMETEOROL;2
WATER_RES;J_ENVIRON_MANAGE;2
EARTH_SURF_PROCESS_LANDF;ENVIRON_MANAGE;2
GLOBAL_BIOGEOCHEM_CYCLE;BIOGEOCHEMISTRY;2
AQUAT_SCI;ECOLOGY;2
J_HYDROL;PLANT_ECOL;2
HYDROBIOLOGIA;PROG_OCEANOGR;2
ENVIRON_MANAGE;FISHERIES_MANAG_ECOL;2
ECOL_FRESHW_FISH;ENVIRON_MANAGE;2
EARTH_SURF_PROCESS_LANDF;QUATERNARY_SCI_REV;2
MAR_BIOL;MOL_ECOL;2
HYDROL_PROCESS;J_GEOL;2
J_HYDROL;ENVIRON_MANAGE;2
J_ENVIRON_ENG-ASCE;WATER_RESOUR_RES;2
J_N_AMER_BENTHOL_SOC;MAR_FRESHWATER_RES;2
REMOTE_SENS_ENVIRON;HYDROL_PROCESS;2
J_PHYS_OCEANOGR;CONT_SHELF_RES;2
GEOL_SOC_AMER_BULL;GEOMORPHOLOGY;2
WATER_SCI_TECHNOL;URBAN_WATER_J;2
J_N_AMER_BENTHOL_SOC;ENVIRON_MONIT_ASSESS;2
J_EXP_MAR_BIOL_ECOL;MAR_BIOL;2
TRANS_AMER_FISH_SOC;ECOL_APPL;2
ESTUAR_COAST_SHELF_SCI;J_EXP_MAR_BIOL_ECOL;2
J_FISH_BIOL;OECOLOGIA;2
J_GREAT_LAKES_RES;J_HYDROL;2
WATER_RESOUR_RES;HYDROGEOL_J;2
CHEM_GEOL;GLOBAL_PLANET_CHANGE;2
ECOL_MODEL;ENVIRON_MODELL_SOFTW;2
WATER_RESOUR_RES;ENVIRON_MODELL_SOFTW;2
WATER_RES;HYDROL_PROCESS;2
J_HYDROL;WATER_RES;2
ESTUARIES_COASTS;J_ENVIRON_ENG-ASCE;2
FUNDAM_APPL_LIMNOL;AQUAT_CONSERV;2
BIOL_J_LINN_SOC;MAR_FRESHWATER_RES;2
J_N_AMER_BENTHOL_SOC;ECOL_APPL;2
SOUTHEAST_NAT;FISHERIES;2
WATER_RESOUR_RES;J_GEOL;2
AQUAT_CONSERV;J_FRESHWATER_ECOL;2
ENVIRON_TOXICOL_CHEM;WATER_RES;2
HYDROL_EARTH_SYST_SCI;AQUACULTURE;2
MOL_ECOL;FISHERIES_MANAG_ECOL;2
GEOPHYS_RES_LETT;J_PHYS_OCEANOGR;2
WATER_SCI_TECHNOL;ENVIRON_MODELL_SOFTW;2
NEOTROP_ICHTHYOL;J_FISH_BIOL;2
HYDROL_EARTH_SYST_SCI;ECOLOGY;2
ENVIRON_MANAGE;WATER_RESOUR_RES;2
ECOL_MODEL;HYDROBIOLOGIA;2
J_ENVIRON_QUAL;HYDROL_PROCESS;2
ESTUAR_COAST_SHELF_SCI;ENVIRON_BIOL_FISH;2
GEOL_SOC_AMER_BULL;WATER_RESOUR_RES;2
SEDIMENT_GEOL;EARTH-SCI_REV;2
MAR_FRESHWATER_RES;GEOMORPHOLOGY;2
REMOTE_SENS_ENVIRON;INT_J_REMOTE_SENS;2
HYDROL_EARTH_SYST_SCI;BIOGEOCHEMISTRY;2
HYDROGEOL_J;CHEM_GEOL;2
J_N_AMER_BENTHOL_SOC;ENVIRON_TOXICOL_CHEM;2
PALAEOGEOGR_PALAEOCLIMATOL;QUATERNARY_RES;2
WATER_RES;J_MARINE_SYST;2
J_HYDROL;J_GEOL;2
HYDROBIOLOGIA;WATER_RESOUR_RES;2
ENG_GEOL;GEOMORPHOLOGY;2
BIOGEOSCIENCES;ECOSYSTEMS;2
HYDROL_PROCESS;J_ENVIRON_MANAGE;2
ENVIRON_MONIT_ASSESS;WATER_RES;2
J_HYDROL_ENG;INT_J_SEDIMENT_RES;2
EARTH_PLANET_SCI_LETT;WATER_RESOUR_RES;2
HARMFUL_ALGAE;CONT_SHELF_RES;2
CAN_J_FISHERIES_AQUAT_SCI;FRESHWATER_BIOL;2
FRESHWATER_BIOL;ENVIRON_MODELL_SOFTW;2
ECOL_MODEL;ENVIRON_POLLUT;2
CAN_J_FISHERIES_AQUAT_SCI;AQUAT_CONSERV;2
MON_WEATHER_REV;J_CLIMATE;2
ECOSYSTEMS;WATER_RESOUR_RES;2
J_APPL_ECOL;PLANT_ECOL;2
J_FRESHWATER_ECOL;J_APPL_ICHTHYOL;2
J_HYDROMETEOROL;HYDROGEOL_J;2
AQUAT_SCI;GEOLOGY;2
LIMNOL_OCEANOGR;GEOPHYS_RES_LETT;2
MAR_ECOL-PROGR_SER;J_MARINE_SYST;2
ENVIRON_MANAGE;ECOLOGY;2
J_QUATERNARY_SCI;QUATERN_INT;2
FRESHWATER_BIOL;OECOLOGIA;2
WATER_ENVIRON_RES;ENVIRON_TOXICOL_CHEM;2
CAN_J_FISHERIES_AQUAT_SCI;WATER_RESOUR_RES;2
APPL_GEOCHEM;ENVIRON_GEOL;2
SOIL_SCI_SOC_AMER_J;ENVIRON_SCI_TECHNOL;2
GLOBAL_PLANET_CHANGE;TECTONOPHYSICS;2
ECOL_SOC;CATENA;2
ENVIRON_MANAGE;CONSERV_BIOL;2
ESTUARIES_COASTS;AQUAT_CONSERV;2
FRESHWATER_BIOL;ENVIRON_MONIT_ASSESS;2
WATER_AIR_SOIL_POLLUT;AMBIO;2
ENVIRON_SCI_TECHNOL;AQUAT_SCI;2
HYDROBIOLOGIA;AQUAT_SCI;2
NORTH_AM_J_FISH_MANAGE;J_FRESHWATER_ECOL;2
J_ARID_ENVIRON;AGR_WATER_MANAGE;2
SEDIMENTOLOGY;SEDIMENT_GEOL;2
J_ENVIRON_MANAGE;J_CONTAM_HYDROL;2
PROG_PHYS_GEOG;CATENA;2
ECOL_FRESHW_FISH;FISHERIES_MANAG_ECOL;2
HYDROL_PROCESS;AGR_WATER_MANAGE;2
ENVIRON_MONIT_ASSESS;ADV_WATER_RESOUR;2
J_ENVIRON_QUAL;J_FRESHWATER_ECOL;2
FOREST_ECOL_MANAGE;ECOLOGY;2
ECOL_SOC;ENVIRON_MODELL_SOFTW;2
OECOLOGIA;HYDROBIOLOGIA;2
BIOSCIENCE;GEOMORPHOLOGY;2
HYDROL_PROCESS;INT_J_CLIMATOL;2
J_FISH_BIOL;FISH_RES;2
CATENA;GLOBAL_PLANET_CHANGE;2
ESTUAR_COAST_SHELF_SCI;EARTH-SCI_REV;2
TRANS_AMER_FISH_SOC;FISHERIES_MANAG_ECOL;2
WATER_RESOUR_RES;ECOL_LETT;2
WATER_SA;HYDROBIOLOGIA;2
AQUAT_CONSERV;BIOL_CONSERV;2
APPL_GEOCHEM;GEOLOGY;2
RIVER_RES_APPL;INT_REV_HYDROBIOL;2
FISH_RES;MAR_BIOL;2
GLOBAL_BIOGEOCHEM_CYCLE;CHEM_GEOL;2
NORTHEAST_NAT;J_FRESHWATER_ECOL;2
SEDIMENTOLOGY;WATER_RESOUR_RES;2
J_MARINE_SYST;GEOPHYS_RES_LETT;2
J_ENVIRON_MANAGE;MAR_CHEM;2
ESTUAR_COAST_SHELF_SCI;ORG_GEOCHEM;2
TRANS_AMER_FISH_SOC;J_EXP_MAR_BIOL_ECOL;2
QUATERNARY_RES;J_MARINE_SYST;2
ECOL_FRESHW_FISH;MOL_ECOL;2
FRESHWATER_BIOL;J_HYDROL;2
ENVIRON_MONIT_ASSESS;ENVIRON_GEOL;2
OIKOS;FRESHWATER_BIOL;2
NAT_HAZARDS_EARTH_SYST_SCI;WATER_RESOUR_RES;2
J_MARINE_SYST;MAR_CHEM;2
J_AM_WATER_RESOUR_ASSOC;CATENA;2
BIOL_CONSERV;MOL_ECOL;2
Z_GEOMORPHOLOGIE;GEOMORPHOLOGY;2
CHEM_GEOL;ENVIRON_GEOL;2
APPL_GEOCHEM;AQUAT_GEOCHEM;2
NORTH_AM_J_FISH_MANAGE;GEOMORPHOLOGY;2
EARTH_SURF_PROCESS_LANDF;QUATERNARY_RES;2
REMOTE_SENS_ENVIRON;WATER_RESOUR_RES;2
HYDROBIOLOGIA;NEOTROP_ICHTHYOL;2
WATER_RESOUR_RES;J_CLIMATE;2
AQUAT_ECOSYST_HEALTH_MANAG;FRESHWATER_BIOL;2
HYDROGEOL_J;LIMNOLOGICA;2
INT_J_REMOTE_SENS;J_ENVIRON_MANAGE;2
ECOL_FRESHW_FISH;ECOL_APPL;2
HYDROBIOLOGIA;ECOL_FRESHW_FISH;2
J_ENVIRON_MANAGE;MAR_POLLUT_BULL;2
AQUAT_SCI;ENVIRON_SCI_TECHNOL;2
J_APPL_ECOL;J_ANIM_ECOL;2
ENVIRON_SCI_TECHNOL;CONT_SHELF_RES;2
HYDROL_PROCESS;REMOTE_SENS_ENVIRON;2
J_HYDROL;AGR_WATER_MANAGE;2
FRESHWATER_BIOL;WATER_RES;2
CAN_J_FISHERIES_AQUAT_SCI;ECOL_MODEL;2
J_APPL_ECOL;AQUAT_SCI;2
BIOGEOCHEMISTRY;LIMNOL_OCEANOGR;2
GLOBAL_BIOGEOCHEM_CYCLE;ENVIRON_SCI_TECHNOL;2
AQUAT_SCI;J_FISH_BIOL;2
J_APPL_ECOL;FRONT_ECOL_ENVIRON;2
ENVIRON_MODELL_SOFTW;GEOMORPHOLOGY;2
CONT_SHELF_RES;J_OCEANOGR;2
CONT_SHELF_RES;MAR_POLLUT_BULL;2
ESTUAR_COAST_SHELF_SCI;MAR_ENVIRON_RES;2
GEOMORPHOLOGY;CHEM_GEOL;2
J_ENVIRON_QUAL;HYDROBIOLOGIA;2
OECOLOGIA;RIVER_RES_APPL;2
AQUAT_CONSERV;J_FISH_BIOL;2
GEOPHYS_RES_LETT;GEOMORPHOLOGY;2
QUATERNARY_RES;GEOLOGY;2
QUATERNARY_SCI_REV;GLOBAL_PLANET_CHANGE;2
CHEM_GEOL;SEDIMENT_GEOL;2
J_N_AMER_BENTHOL_SOC;ENVIRON_MANAGE;2
ECOL_FRESHW_FISH;CONSERV_BIOL;2
J_CLIMATE;WATER_RESOUR_RES;2
J_HYDROL;ECOHYDROLOGY;2
ECOHYDROLOGY;HYDROL_PROCESS;2
ESTUAR_COAST_SHELF_SCI;GLOBAL_PLANET_CHANGE;2
J_GREAT_LAKES_RES;AQUAT_SCI;2
ENVIRON_POLLUT;MAR_CHEM;2
ECOL_MODEL;HYDROL_PROCESS;2
ORG_GEOCHEM;HYDROBIOLOGIA;2
HYDROGEOL_J;WATER_RESOUR_RES;2
J_ENVIRON_MANAGE;ADV_WATER_RESOUR;2
J_HYDROMETEOROL;HYDROL_PROCESS;2
J_ARID_ENVIRON;ADV_WATER_RESOUR;2
ENVIRON_MONIT_ASSESS;HYDROGEOL_J;2
PHYS_GEOGR;CATENA;2
CAN_J_FISHERIES_AQUAT_SCI;FISHERIES;2
EARTH_SURF_PROCESS_LANDF;HOLOCENE;2
J_ENVIRON_QUAL;ENVIRON_MANAGE;2
APPL_GEOCHEM;HYDROL_PROCESS;2
WETLANDS;GEOMORPHOLOGY;2
BIOL_CONSERV;LANDSC_ECOL_ENG;2
J_HYDROMETEOROL;HYDROLOG_SCI_J;2
ECOSYSTEMS;ECOL_APPL;2
GLOBAL_BIOGEOCHEM_CYCLE;HYDROL_PROCESS;2
J_GREAT_LAKES_RES;BIOL_INVASIONS;2
LAKE_RESERV_MANAG;J_ENVIRON_ENG-ASCE;2
ESTUAR_COAST_SHELF_SCI;GEOPHYS_RES_LETT;2
TRANS_ASABE;J_SOIL_WATER_CONSERV;2
WETLANDS;HYDROBIOLOGIA;2
RIVER_RES_APPL;ENVIRON_MONIT_ASSESS;2
EARTH_SURF_PROCESS_LANDF;J_HYDROL_ENG;2
J_HYDROL;ENVIRON_MONIT_ASSESS;2
HYDROBIOLOGIA;LIMNOLOGICA;2
WATER_AIR_SOIL_POLLUT;J_HYDROL;2
AMER_MIDLAND_NATURALIST;SOUTHEAST_NAT;2
ECOSYSTEMS;EARTH-SCI_REV;2
BIOGEOSCIENCES;GEODERMA;2
ESTUARIES_COASTS;AQUAT_BIOL;2
SCI_TOTAL_ENVIR;GLOBAL_PLANET_CHANGE;2
J_FISH_BIOL;MAR_FRESHWATER_RES;2
BIOGEOCHEMISTRY;HYDROBIOLOGIA;2
ECOHYDROLOGY;MAR_FRESHWATER_RES;2
FRESHWATER_BIOL;FRONT_ECOL_ENVIRON;2
SCI_TOTAL_ENVIR;J_MARINE_SYST;2
ECOSYSTEMS;HYDROBIOLOGIA;2
J_FISH_BIOL;BIOL_CONSERV;2
GEOCHIM_COSMOCHIM_ACTA;AQUAT_GEOCHEM;2
FUNDAM_APPL_LIMNOL;INT_REV_HYDROBIOL;2
ENVIRON_SCI_TECHNOL;J_ENVIRON_QUAL;2
GLOBAL_BIOGEOCHEM_CYCLE;MAR_CHEM;2
SCI_TOTAL_ENVIR;J_ENVIRON_QUAL;2
ECOHYDROLOGY;FISHERIES_MANAG_ECOL;2
BIOL_CONSERV;CONSERV_BIOL;2
REV_FISH_SCI;J_HYDROL;2
FISHERIES_MANAG_ECOL;BIOL_INVASIONS;2
ENVIRON_MODELL_SOFTW;WATER_SA;2
MAR_POLLUT_BULL;MAR_CHEM;2
TECTONOPHYSICS;QUATERNARY_SCI_REV;2
ADV_WATER_RESOUR;ENVIRON_MODELL_SOFTW;2
EARTH_SURF_PROCESS_LANDF;LANDSC_ECOL_ENG;2
FOREST_ECOL_MANAGE;ECOL_MODEL;2
J_ENVIRON_MANAGE;WATER_RESOUR_RES;2
MAR_POLLUT_BULL;HYDROBIOLOGIA;2
AQUAT_MICROB_ECOL;CONT_SHELF_RES;2
J_CONTAM_HYDROL;APPL_GEOCHEM;2
J_PALEOLIMNOL;ENVIRON_SCI_TECHNOL;2
ESTUAR_COAST_SHELF_SCI;MAR_BIOL;2
WATER_RESOUR_MANAG;WATER_RES;2
FISHERIES_MANAG_ECOL;NEOTROP_ICHTHYOL;2
AQUAT_CONSERV;FISHERIES_MANAG_ECOL;2
MOL_ECOL;FRESHWATER_BIOL;2
